,simZ_all,simZ_1,simZ_2,simZ_3,simZ_4,simZ_5,simZ_6,simZ_7,simZ_8
all,0.0,22.100431981986198,34.86966308151965,27.635183700507987,38.12808870205764,16.151659041424175,11.76987240925332,12.71093510596563,18.40200175283693
1,0.0,0.0,26.465592231016103,11.371909683738858,18.452097037247583,12.338397974464879,9.99231910984368,9.423092282725714,9.94362817465269
2,0.0,0.0,0.0,21.987691763681894,34.42555246228789,14.444526895215365,12.02489366266992,11.351065298734554,12.765427024251043
3,0.0,0.0,0.0,0.0,33.91226078954501,12.3703761057954,10.233385464606656,11.110806509207583,19.6123209484538
4,0.0,0.0,0.0,0.0,0.0,12.444036910122984,9.196734841701227,9.360017926276676,13.811885635322984
5,0.0,0.0,0.0,0.0,0.0,0.0,5.888264238409286,10.467161843072324,11.462144094953922
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.472713515933894,7.881477842318732
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.404555857457748
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
